"x","celllabel","parent","parentlabel","Score"
"<http://purl.obolibrary.org/obo/CL_0000771>","eosinophil","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000771>","eosinophil","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000771>","eosinophil","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000771>","eosinophil","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000771>","eosinophil","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000771>","eosinophil","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000771>","eosinophil","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000774>","band form eosinophil","<http://purl.obolibrary.org/obo/CL_0000772>","immature eosinophil","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000151>","secretory cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000767>","basophil","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0002274>","histamine secreting cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000163>","endocrine cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000457>","biogenic amine secreting cell","1"
"<http://purl.obolibrary.org/obo/CL_0000043>","mature basophil","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000767>","basophil","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000767>","basophil","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000767>","basophil","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000770>","band form basophil","<http://purl.obolibrary.org/obo/CL_0000768>","immature basophil","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000234>","phagocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000325>","stuff accumulating cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000473>","defensive cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000096>","mature neutrophil","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000081>","blood cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000766>","myeloid leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000094>","granulocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000775>","neutrophil","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0000560>","band form neutrophil","<http://purl.obolibrary.org/obo/CL_0000776>","immature neutrophil","1"
"<http://purl.obolibrary.org/obo/CL_0000776>","immature neutrophil","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000776>","immature neutrophil","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
